complaint_id,complaint_time,fraud_type,fraud_amount,victim_city,time_to_withdrawal,withdrawal_city,is_high_risk
CMP_104624,2023-01-30 03:47:38,Fake Loan App,378311.77,Kolkata,712,Kolkata,0
CMP_104625,2023-06-27 09:19:42,UPI Fraud,2480.84,Delhi,106,Bengaluru,0
CMP_104626,2023-02-06 02:27:11,UPI Fraud,69264.78,Delhi,55,Mumbai,1
CMP_104627,2023-09-19 13:55:26,Online Shopping Scam,3559.02,Delhi,386,Delhi,0
CMP_104628,2023-04-14 16:11:00,Fake Loan App,467736.12,Pune,373,Pune,0
CMP_104629,2023-07-01 22:08:48,Phishing,23883.99,Mumbai,736,Mumbai,0
CMP_104630,2023-03-25 22:14:14,OTP Scam,22861.67,Bengaluru,7,Bengaluru,0
CMP_104631,2023-07-17 00:10:17,Online Shopping Scam,93895.38,Chennai,963,Chennai,0
CMP_104632,2024-06-21 04:50:28,OTP Scam,94249.14,Pune,63,Pune,1
CMP_104633,2023-12-06 20:19:44,Credit Card Fraud,219127.58,Hyderabad,350,Bengaluru,0
CMP_104634,2024-04-18 13:07:09,UPI Fraud,82809.56,Chennai,101,Delhi,1
CMP_104635,2024-08-04 02:41:10,Online Shopping Scam,6937.95,Delhi,818,Delhi,0
CMP_104636,2023-03-02 18:32:05,Fake Loan App,298146.84,Indore,414,Chennai,0
CMP_104637,2024-07-24 16:06:04,UPI Fraud,92036.33,Kolkata,103,Mumbai,1
CMP_104638,2023-07-02 02:45:24,Credit Card Fraud,424824.83,Mumbai,329,Mumbai,0
CMP_104639,2024-02-24 23:51:18,UPI Fraud,52962.84,Pune,79,Jaipur,1
CMP_104640,2024-12-13 11:10:36,Fake Loan App,160797.26,Delhi,246,Delhi,0
CMP_104641,2023-05-07 15:21:55,Online Shopping Scam,65958.36,Lucknow,1415,Lucknow,0
CMP_104642,2023-08-16 03:03:25,UPI Fraud,50358.35,Kolkata,61,Pune,1
CMP_104643,2024-12-12 16:55:03,UPI Fraud,46382.1,Jaipur,89,Lucknow,0
CMP_104644,2023-12-26 06:55:43,OTP Scam,60541.23,Jaipur,18,Mumbai,1
CMP_104645,2024-05-09 01:03:38,Online Shopping Scam,89039.26,Jaipur,717,Indore,0
CMP_104646,2023-11-18 00:59:39,UPI Fraud,19200.73,Hyderabad,38,Hyderabad,0
CMP_104647,2023-10-07 10:25:35,Fake Loan App,177385.11,Pune,525,Pune,0
CMP_104648,2024-12-15 23:19:48,Phishing,17641.65,Delhi,1020,Delhi,0
CMP_104649,2023-09-21 16:20:09,Phishing,22747.79,Pune,191,Pune,0
CMP_104650,2023-09-03 22:55:51,Phishing,46790.86,Mumbai,1257,Chennai,0
CMP_104651,2023-09-24 14:29:48,OTP Scam,36139.25,Lucknow,102,Lucknow,0
CMP_104652,2024-07-07 00:15:31,OTP Scam,14332.81,Indore,67,Indore,0
CMP_104653,2023-05-26 17:36:40,OTP Scam,99480.62,Lucknow,103,Kolkata,1
CMP_104654,2023-03-19 23:03:45,Credit Card Fraud,247523.27,Jaipur,304,Jaipur,0
CMP_104655,2024-02-03 03:44:16,UPI Fraud,12558.54,Delhi,75,Delhi,0
CMP_104656,2024-12-14 04:44:04,UPI Fraud,99100.83,Bengaluru,11,Bengaluru,1
CMP_104657,2024-11-29 22:55:13,UPI Fraud,86188.5,Indore,110,Indore,1
CMP_104658,2024-09-11 18:38:15,UPI Fraud,77025.82,Kolkata,33,Mumbai,1
CMP_104659,2024-04-01 12:35:01,Online Shopping Scam,58308.43,Jaipur,1324,Jaipur,0
CMP_104660,2023-10-03 03:47:38,Phishing,49085.82,Hyderabad,284,Hyderabad,0
CMP_104661,2023-05-15 05:24:50,UPI Fraud,3036.58,Lucknow,100,Lucknow,0
CMP_104662,2023-06-21 02:54:50,UPI Fraud,77986.61,Bengaluru,28,Delhi,1
CMP_104663,2023-08-13 23:24:22,UPI Fraud,88984.84,Mumbai,27,Delhi,1
CMP_104664,2024-09-21 04:54:13,Phishing,83486.17,Jaipur,453,Chennai,0
CMP_104665,2024-07-28 19:18:23,Phishing,88047.99,Kolkata,1165,Jaipur,0
CMP_104666,2023-06-07 04:12:06,Fake Loan App,305290.13,Kolkata,662,Kolkata,0
CMP_104667,2024-11-12 08:21:45,OTP Scam,32068.06,Delhi,7,Delhi,0
CMP_104668,2024-10-14 22:15:07,Credit Card Fraud,386521.17,Mumbai,1101,Mumbai,0
CMP_104669,2024-12-17 11:41:19,UPI Fraud,88341.56,Pune,39,Pune,1
CMP_104670,2023-01-09 00:27:38,UPI Fraud,88243.7,Lucknow,83,Lucknow,1
CMP_104671,2024-06-15 13:17:47,Fake Loan App,212860.52,Chennai,1313,Indore,0
CMP_104672,2023-09-01 05:31:39,UPI Fraud,70052.4,Jaipur,37,Jaipur,1
CMP_104673,2023-11-05 13:28:51,OTP Scam,3881.04,Hyderabad,89,Hyderabad,0
CMP_104674,2024-11-12 16:32:50,Credit Card Fraud,247284.0,Lucknow,708,Lucknow,0
CMP_104675,2023-07-28 05:30:16,UPI Fraud,98677.23,Hyderabad,45,Mumbai,1
CMP_104676,2023-10-06 14:31:01,UPI Fraud,17854.69,Delhi,7,Delhi,0
CMP_104677,2024-11-19 00:55:25,Credit Card Fraud,327873.72,Mumbai,1171,Mumbai,0
CMP_104678,2024-09-20 18:34:08,Credit Card Fraud,439070.16,Hyderabad,116,Delhi,1
CMP_104679,2024-12-21 02:07:17,OTP Scam,17904.7,Lucknow,14,Lucknow,0
CMP_104680,2024-11-02 14:54:12,Credit Card Fraud,392058.65,Delhi,900,Delhi,0
CMP_104681,2023-04-28 18:40:36,OTP Scam,52946.05,Lucknow,45,Lucknow,1
CMP_104682,2023-11-09 01:29:01,OTP Scam,11913.06,Kolkata,90,Kolkata,0
CMP_104683,2023-04-30 17:55:28,UPI Fraud,76365.87,Jaipur,27,Mumbai,1
CMP_104684,2024-05-30 19:21:14,Online Shopping Scam,16622.29,Kolkata,428,Kolkata,0
CMP_104685,2023-10-20 02:39:35,OTP Scam,80880.27,Chennai,70,Chennai,1
CMP_104686,2023-09-21 01:46:38,UPI Fraud,14045.32,Kolkata,18,Kolkata,0
CMP_104687,2024-02-23 02:49:17,Phishing,92263.51,Jaipur,142,Jaipur,0
CMP_104688,2024-03-21 18:12:30,Online Shopping Scam,2188.91,Indore,519,Pune,0
CMP_104689,2023-05-02 23:11:28,UPI Fraud,67190.25,Indore,113,Indore,1
CMP_104690,2023-05-15 07:00:38,Credit Card Fraud,241109.87,Lucknow,822,Bengaluru,0
CMP_104691,2024-02-02 04:28:29,Online Shopping Scam,63959.07,Jaipur,290,Lucknow,0
CMP_104692,2024-02-23 04:34:53,Credit Card Fraud,75805.51,Delhi,914,Delhi,0
CMP_104693,2023-11-08 22:06:12,OTP Scam,19809.65,Kolkata,102,Kolkata,0
CMP_104694,2024-02-17 07:32:35,UPI Fraud,98257.11,Lucknow,76,Mumbai,1
CMP_104695,2023-08-26 08:41:53,UPI Fraud,91636.16,Hyderabad,112,Mumbai,1
CMP_104696,2024-09-09 04:38:59,Phishing,53952.92,Mumbai,1227,Chennai,0
CMP_104697,2024-12-12 03:23:32,Phishing,96453.45,Indore,965,Indore,0
CMP_104698,2024-01-09 03:33:46,Fake Loan App,275302.89,Chennai,730,Jaipur,0
CMP_104699,2023-10-29 03:33:53,Credit Card Fraud,102192.69,Pune,637,Mumbai,0
CMP_104700,2023-11-07 03:24:46,OTP Scam,59773.83,Chennai,104,Mumbai,1
CMP_104701,2024-07-16 02:42:53,UPI Fraud,85668.16,Chennai,28,Mumbai,1
CMP_104702,2024-12-23 11:28:34,Credit Card Fraud,61735.53,Jaipur,356,Jaipur,0
CMP_104703,2023-05-31 02:44:16,Credit Card Fraud,210824.59,Jaipur,190,Jaipur,0
CMP_104704,2023-05-07 16:18:50,Credit Card Fraud,273232.01,Hyderabad,1149,Hyderabad,0
CMP_104705,2023-03-29 05:32:45,OTP Scam,52148.79,Lucknow,117,Lucknow,1
CMP_104706,2024-11-03 05:55:52,OTP Scam,3477.49,Delhi,83,Delhi,0
CMP_104707,2024-10-03 02:14:31,OTP Scam,2721.49,Hyderabad,80,Hyderabad,0
CMP_104708,2024-04-21 23:41:09,UPI Fraud,97808.1,Bengaluru,25,Delhi,1
CMP_104709,2024-07-25 04:01:35,Credit Card Fraud,359057.71,Mumbai,176,Mumbai,0
CMP_104710,2023-12-02 12:53:44,Phishing,86082.84,Indore,102,Lucknow,1
CMP_104711,2024-07-02 22:22:18,UPI Fraud,68284.45,Indore,30,Mumbai,1
CMP_104712,2023-05-31 05:05:03,Phishing,48490.32,Hyderabad,446,Mumbai,0
CMP_104713,2023-01-03 23:44:51,Online Shopping Scam,62938.52,Indore,155,Indore,0
CMP_104714,2023-05-20 01:35:05,Credit Card Fraud,227856.74,Delhi,63,Delhi,1
CMP_104715,2023-05-06 16:53:39,Credit Card Fraud,52790.41,Chennai,1321,Chennai,0
CMP_104716,2024-08-27 13:33:33,UPI Fraud,45996.28,Hyderabad,83,Hyderabad,0
CMP_104717,2023-12-17 09:08:53,Fake Loan App,113237.08,Hyderabad,945,Hyderabad,0
CMP_104718,2023-12-22 06:20:31,UPI Fraud,97454.47,Kolkata,36,Kolkata,1
CMP_104719,2024-03-07 17:02:57,UPI Fraud,19731.69,Bengaluru,31,Delhi,0
CMP_104720,2024-01-25 14:31:57,OTP Scam,57109.69,Jaipur,54,Jaipur,1
CMP_104721,2023-06-08 05:26:36,Credit Card Fraud,152245.77,Chennai,230,Chennai,0
CMP_104722,2024-05-08 04:11:11,Phishing,34974.46,Jaipur,874,Jaipur,0
CMP_104723,2023-07-12 11:55:34,UPI Fraud,49092.63,Bengaluru,44,Kolkata,0
CMP_104724,2023-03-26 23:12:20,UPI Fraud,59419.25,Kolkata,24,Kolkata,1
CMP_104725,2023-06-06 05:14:35,Online Shopping Scam,30064.98,Mumbai,1306,Mumbai,0
CMP_104726,2024-06-06 18:07:50,Phishing,52687.43,Indore,1100,Chennai,0
CMP_104727,2023-06-23 20:02:29,UPI Fraud,39951.37,Hyderabad,28,Hyderabad,0
CMP_104728,2024-04-11 02:25:31,Credit Card Fraud,247587.02,Pune,189,Pune,0
CMP_104729,2023-09-10 17:16:38,Fake Loan App,403839.92,Delhi,100,Delhi,1
CMP_104730,2024-01-18 22:20:29,Credit Card Fraud,338195.63,Kolkata,1392,Kolkata,0
CMP_104731,2024-08-09 19:52:11,UPI Fraud,70458.34,Lucknow,52,Kolkata,1
CMP_104732,2024-05-08 01:36:19,Credit Card Fraud,444468.18,Delhi,1162,Delhi,0
CMP_104733,2024-10-27 02:36:00,Fake Loan App,130721.95,Chennai,605,Chennai,0
CMP_104734,2023-02-28 07:13:35,OTP Scam,78874.69,Chennai,64,Chennai,1
CMP_104735,2023-04-01 16:54:58,UPI Fraud,59775.9,Indore,69,Kolkata,1
CMP_104736,2024-04-05 22:09:57,OTP Scam,36141.64,Jaipur,114,Jaipur,0
CMP_104737,2023-07-11 19:28:41,Credit Card Fraud,432295.78,Delhi,672,Delhi,0
CMP_104738,2024-01-22 22:45:21,UPI Fraud,42316.69,Delhi,110,Bengaluru,0
CMP_104739,2024-06-28 20:49:06,UPI Fraud,32489.58,Chennai,52,Chennai,0
CMP_104740,2024-09-30 10:43:49,Fake Loan App,368664.24,Mumbai,847,Delhi,0
CMP_104741,2024-04-20 01:42:47,UPI Fraud,13285.59,Kolkata,78,Jaipur,0
CMP_104742,2023-04-18 11:19:32,Credit Card Fraud,132663.94,Kolkata,478,Kolkata,0
CMP_104743,2024-01-29 23:26:55,OTP Scam,61095.84,Hyderabad,119,Kolkata,1
CMP_104744,2023-06-23 14:38:04,Phishing,73520.75,Delhi,1434,Delhi,0
CMP_104745,2024-05-09 05:47:37,OTP Scam,20826.35,Hyderabad,43,Hyderabad,0
CMP_104746,2024-03-25 23:31:23,Credit Card Fraud,215721.0,Lucknow,106,Lucknow,1
CMP_104747,2023-04-21 20:28:55,UPI Fraud,8459.07,Bengaluru,57,Bengaluru,0
CMP_104748,2023-08-25 05:36:48,UPI Fraud,28812.81,Jaipur,84,Jaipur,0
CMP_104749,2023-01-17 18:32:07,Phishing,79284.06,Bengaluru,1193,Lucknow,0
CMP_104750,2023-12-22 04:23:51,UPI Fraud,59035.85,Jaipur,92,Mumbai,1
CMP_104751,2024-06-16 12:12:38,UPI Fraud,7846.13,Pune,78,Pune,0
CMP_104752,2023-08-03 01:51:38,Phishing,21304.28,Jaipur,1305,Mumbai,0
CMP_104753,2024-10-19 20:50:58,UPI Fraud,54972.18,Pune,57,Mumbai,1
CMP_104754,2023-12-22 23:59:37,Credit Card Fraud,66209.04,Lucknow,1350,Lucknow,0
CMP_104755,2023-11-06 15:42:36,Credit Card Fraud,372380.06,Kolkata,1158,Mumbai,0
CMP_104756,2023-03-24 23:13:43,OTP Scam,25372.55,Delhi,42,Hyderabad,0
CMP_104757,2024-02-19 02:20:02,OTP Scam,51784.91,Jaipur,6,Kolkata,1
CMP_104758,2024-05-12 02:38:46,Credit Card Fraud,42183.61,Kolkata,867,Hyderabad,0
CMP_104759,2023-09-11 17:30:52,UPI Fraud,93644.18,Pune,20,Pune,1
CMP_104760,2023-05-08 09:40:25,Credit Card Fraud,455409.02,Mumbai,999,Mumbai,0
CMP_104761,2023-11-07 22:01:38,Online Shopping Scam,65543.48,Mumbai,1174,Mumbai,0
CMP_104762,2024-02-20 06:26:09,OTP Scam,84049.23,Bengaluru,50,Bengaluru,1
CMP_104763,2023-01-01 10:09:18,UPI Fraud,24869.93,Kolkata,74,Kolkata,0
CMP_104764,2023-05-28 12:59:49,UPI Fraud,13317.91,Pune,107,Pune,0
CMP_104765,2024-01-10 17:50:53,OTP Scam,91980.62,Chennai,109,Mumbai,1
CMP_104766,2024-04-07 03:41:08,Fake Loan App,215189.7,Hyderabad,596,Indore,0
CMP_104767,2024-07-31 12:05:01,UPI Fraud,67675.49,Chennai,75,Chennai,1
CMP_104768,2023-07-03 05:50:34,OTP Scam,33923.73,Bengaluru,52,Pune,0
CMP_104769,2023-02-06 22:43:44,Fake Loan App,200312.66,Jaipur,766,Jaipur,0
CMP_104770,2024-08-13 03:10:55,OTP Scam,11274.41,Indore,18,Indore,0
CMP_104771,2024-11-06 07:30:47,UPI Fraud,50712.7,Bengaluru,50,Delhi,1
CMP_104772,2023-10-05 15:05:50,Fake Loan App,422801.52,Hyderabad,258,Hyderabad,0
CMP_104773,2024-08-18 22:39:12,Online Shopping Scam,49806.25,Jaipur,957,Lucknow,0
CMP_104774,2024-05-31 11:52:22,OTP Scam,64159.96,Chennai,42,Delhi,1
CMP_104775,2024-01-26 10:08:32,Fake Loan App,373142.45,Kolkata,99,Mumbai,1
CMP_104776,2023-05-06 19:48:52,UPI Fraud,99056.7,Hyderabad,87,Kolkata,1
CMP_104777,2024-05-05 03:07:42,Credit Card Fraud,398738.97,Chennai,935,Chennai,0
CMP_104778,2024-06-18 01:17:04,OTP Scam,56485.36,Indore,42,Indore,1
CMP_104779,2023-04-13 03:50:07,Online Shopping Scam,58418.35,Delhi,148,Delhi,0
CMP_104780,2023-08-02 00:33:12,UPI Fraud,76072.27,Pune,59,Pune,1
CMP_104781,2024-09-27 17:56:58,UPI Fraud,6072.71,Pune,26,Pune,0
CMP_104782,2023-01-30 23:55:01,UPI Fraud,16213.94,Pune,105,Hyderabad,0
CMP_104783,2023-04-01 17:51:11,Phishing,19372.44,Bengaluru,764,Bengaluru,0
CMP_104784,2023-12-05 19:07:58,UPI Fraud,67437.93,Delhi,22,Delhi,1
CMP_104785,2023-05-19 00:07:55,OTP Scam,60797.78,Hyderabad,82,Kolkata,1
CMP_104786,2024-12-24 19:19:06,UPI Fraud,7171.81,Jaipur,89,Jaipur,0
CMP_104787,2024-09-08 05:19:52,OTP Scam,51640.44,Delhi,66,Delhi,1
CMP_104788,2023-08-13 03:24:13,Fake Loan App,143468.44,Delhi,726,Delhi,0
CMP_104789,2023-06-23 01:59:20,Online Shopping Scam,11256.12,Hyderabad,728,Hyderabad,0
CMP_104790,2024-10-20 17:47:19,OTP Scam,31116.25,Hyderabad,34,Hyderabad,0
CMP_104791,2023-08-31 23:08:52,Credit Card Fraud,189488.54,Indore,648,Indore,0
CMP_104792,2023-09-28 00:44:48,UPI Fraud,68060.16,Hyderabad,111,Kolkata,1
CMP_104793,2023-01-03 13:58:10,Online Shopping Scam,23881.96,Delhi,867,Delhi,0
CMP_104794,2023-05-24 13:34:18,Credit Card Fraud,435736.87,Bengaluru,199,Mumbai,0
CMP_104795,2024-08-28 04:05:10,UPI Fraud,69657.88,Lucknow,104,Lucknow,1
CMP_104796,2023-12-26 20:48:25,Fake Loan App,361318.68,Chennai,931,Indore,0
CMP_104797,2024-02-21 09:06:03,Phishing,45095.14,Hyderabad,564,Hyderabad,0
CMP_104798,2024-03-07 14:43:12,OTP Scam,45927.78,Hyderabad,91,Hyderabad,0
CMP_104799,2023-09-10 02:10:39,OTP Scam,9314.96,Bengaluru,92,Hyderabad,0
CMP_104800,2023-04-19 16:43:42,UPI Fraud,4148.75,Bengaluru,45,Bengaluru,0
CMP_104801,2023-03-31 19:59:13,OTP Scam,15932.11,Lucknow,46,Lucknow,0
CMP_104802,2024-04-22 23:03:27,Phishing,16009.45,Jaipur,748,Chennai,0
CMP_104803,2024-02-15 23:00:30,UPI Fraud,10901.79,Lucknow,11,Lucknow,0
CMP_104804,2024-04-10 05:29:25,OTP Scam,69890.5,Indore,44,Delhi,1
CMP_104805,2023-10-12 08:59:56,UPI Fraud,38183.08,Kolkata,50,Chennai,0
CMP_104806,2023-08-20 02:58:42,Fake Loan App,23722.61,Kolkata,1143,Lucknow,0
CMP_104807,2024-10-24 16:19:53,Credit Card Fraud,31179.34,Jaipur,289,Mumbai,0
CMP_104808,2024-10-17 15:14:51,Phishing,39901.5,Indore,789,Indore,0
CMP_104809,2024-06-29 12:20:23,Credit Card Fraud,198023.87,Hyderabad,1229,Hyderabad,0
CMP_104810,2023-07-21 01:02:30,UPI Fraud,55914.48,Hyderabad,47,Mumbai,1
CMP_104811,2023-01-24 23:33:23,UPI Fraud,57420.47,Mumbai,32,Mumbai,1
CMP_104812,2023-02-23 07:41:07,UPI Fraud,64307.38,Pune,35,Mumbai,1
CMP_104813,2024-04-11 17:07:43,Credit Card Fraud,77070.64,Chennai,934,Kolkata,0
CMP_104814,2024-02-03 10:38:15,Phishing,47121.3,Kolkata,1155,Indore,0
CMP_104815,2024-09-22 18:21:45,UPI Fraud,81398.07,Lucknow,13,Kolkata,1
CMP_104816,2024-02-26 23:56:25,Credit Card Fraud,72727.87,Kolkata,79,Delhi,1
CMP_104817,2023-05-23 21:09:36,Phishing,76777.79,Mumbai,188,Mumbai,0
CMP_104818,2023-04-05 22:28:44,Credit Card Fraud,239781.99,Mumbai,686,Mumbai,0
CMP_104819,2024-10-08 00:36:45,UPI Fraud,82891.48,Chennai,46,Mumbai,1
CMP_104820,2024-09-17 20:46:19,Phishing,60099.43,Lucknow,162,Lucknow,0
CMP_104821,2024-03-14 11:30:35,Phishing,51838.69,Delhi,789,Delhi,0
CMP_104822,2024-01-07 02:55:30,Fake Loan App,475946.63,Kolkata,841,Kolkata,0
CMP_104823,2024-07-25 01:30:23,OTP Scam,34895.79,Kolkata,100,Kolkata,0
CMP_104824,2023-05-07 06:48:33,Credit Card Fraud,449857.49,Mumbai,874,Mumbai,0
CMP_104825,2023-02-20 17:21:44,Phishing,77302.13,Pune,519,Pune,0
CMP_104826,2023-11-04 02:56:39,Phishing,28095.86,Lucknow,830,Lucknow,0
CMP_104827,2023-11-30 03:03:51,Online Shopping Scam,79208.17,Delhi,1308,Delhi,0
CMP_104828,2024-03-31 00:47:51,Online Shopping Scam,9059.57,Jaipur,135,Jaipur,0
CMP_104829,2024-02-18 10:09:25,Online Shopping Scam,71304.05,Pune,756,Pune,0
CMP_104830,2024-03-24 01:53:05,Phishing,37978.69,Chennai,757,Chennai,0
CMP_104831,2024-07-01 04:42:36,OTP Scam,85229.79,Delhi,71,Delhi,1
CMP_104832,2024-05-20 02:47:05,UPI Fraud,50888.97,Delhi,70,Delhi,1
CMP_104833,2024-08-06 09:11:38,UPI Fraud,96820.88,Jaipur,112,Jaipur,1
CMP_104834,2024-03-28 16:54:18,OTP Scam,33696.47,Mumbai,26,Mumbai,0
CMP_104835,2024-11-12 01:30:51,Credit Card Fraud,378001.69,Bengaluru,1064,Bengaluru,0
CMP_104836,2024-07-05 10:57:47,UPI Fraud,58612.42,Pune,101,Pune,1
CMP_104837,2024-07-30 22:11:02,UPI Fraud,99826.15,Hyderabad,23,Hyderabad,1
CMP_104838,2023-12-26 10:29:09,OTP Scam,31210.67,Kolkata,82,Kolkata,0
CMP_104839,2024-05-29 15:17:08,Online Shopping Scam,9404.61,Chennai,211,Kolkata,0
CMP_104840,2023-08-21 10:13:58,Phishing,12649.97,Bengaluru,444,Bengaluru,0
CMP_104841,2024-12-05 17:22:14,Credit Card Fraud,145818.87,Delhi,227,Delhi,0
CMP_104842,2024-12-20 10:11:00,Fake Loan App,217608.19,Mumbai,1249,Mumbai,0
CMP_104843,2024-12-12 09:41:22,UPI Fraud,55626.44,Chennai,47,Pune,1
CMP_104844,2024-09-09 08:14:22,OTP Scam,78713.94,Bengaluru,59,Bengaluru,1
CMP_104845,2024-02-11 06:46:26,OTP Scam,91373.01,Hyderabad,71,Kolkata,1
CMP_104846,2023-06-19 01:03:45,Credit Card Fraud,322080.5,Hyderabad,489,Hyderabad,0
CMP_104847,2023-09-23 10:06:14,Phishing,41346.75,Hyderabad,1158,Hyderabad,0
CMP_104848,2023-03-05 15:01:31,UPI Fraud,79760.77,Chennai,83,Kolkata,1
CMP_104849,2024-02-23 03:36:42,Credit Card Fraud,68666.48,Hyderabad,83,Delhi,1
CMP_104850,2024-09-09 10:30:35,UPI Fraud,80799.2,Jaipur,115,Lucknow,1
CMP_104851,2024-05-04 13:10:42,Phishing,24804.11,Lucknow,275,Lucknow,0
CMP_104852,2024-03-24 03:09:41,OTP Scam,64264.22,Indore,76,Indore,1
CMP_104853,2024-03-30 03:05:22,Online Shopping Scam,1588.23,Hyderabad,1346,Jaipur,0
CMP_104854,2023-09-01 04:15:08,Online Shopping Scam,2368.4,Bengaluru,1162,Kolkata,0
CMP_104855,2024-08-09 01:43:21,UPI Fraud,62346.75,Chennai,100,Chennai,1
CMP_104856,2023-09-05 04:01:17,UPI Fraud,99821.59,Jaipur,100,Kolkata,1
CMP_104857,2023-07-07 07:00:35,UPI Fraud,58188.14,Chennai,15,Chennai,1
CMP_104858,2024-02-18 05:19:48,OTP Scam,42177.33,Pune,22,Pune,0
CMP_104859,2023-09-02 18:48:19,Credit Card Fraud,477762.51,Kolkata,558,Chennai,0
CMP_104860,2023-02-02 19:49:50,OTP Scam,26822.28,Delhi,93,Delhi,0
CMP_104861,2024-10-03 20:18:49,UPI Fraud,16038.7,Bengaluru,17,Pune,0
CMP_104862,2024-07-11 02:20:58,Credit Card Fraud,165295.21,Chennai,184,Mumbai,0
CMP_104863,2023-08-21 05:13:36,Fake Loan App,187703.09,Mumbai,880,Mumbai,0
CMP_104864,2023-09-24 14:39:46,OTP Scam,64531.97,Chennai,106,Delhi,1
CMP_104865,2023-10-22 11:12:33,Credit Card Fraud,321954.11,Indore,346,Pune,0
CMP_104866,2023-03-03 03:32:00,OTP Scam,79720.67,Pune,97,Mumbai,1
CMP_104867,2023-06-12 07:46:39,UPI Fraud,95469.47,Pune,107,Pune,1
CMP_104868,2024-05-01 17:15:16,UPI Fraud,78299.96,Delhi,46,Mumbai,1
CMP_104869,2024-10-15 15:42:23,Fake Loan App,184508.19,Lucknow,245,Lucknow,0
CMP_104870,2023-08-15 17:23:15,UPI Fraud,61914.82,Delhi,36,Mumbai,1
CMP_104871,2023-10-27 16:28:00,Phishing,74140.93,Chennai,550,Chennai,0
CMP_104872,2024-03-17 03:50:53,OTP Scam,71916.77,Indore,117,Delhi,1
CMP_104873,2023-07-11 03:37:26,Fake Loan App,202327.12,Delhi,1316,Delhi,0
CMP_104874,2023-04-15 02:23:13,Fake Loan App,169659.44,Hyderabad,551,Hyderabad,0
CMP_104875,2023-05-22 03:20:03,Fake Loan App,41934.28,Chennai,384,Chennai,0
CMP_104876,2023-11-24 15:22:23,Fake Loan App,202146.07,Indore,1391,Indore,0
CMP_104877,2023-01-04 15:21:11,UPI Fraud,63644.3,Indore,36,Delhi,1
CMP_104878,2023-10-21 09:02:35,OTP Scam,16876.23,Hyderabad,37,Hyderabad,0
CMP_104879,2024-07-01 10:20:17,Fake Loan App,466300.13,Mumbai,216,Mumbai,0
CMP_104880,2023-03-23 10:25:01,Phishing,99345.6,Bengaluru,1005,Lucknow,0
CMP_104881,2023-09-09 03:18:16,UPI Fraud,83979.42,Bengaluru,31,Bengaluru,1
CMP_104882,2024-05-08 01:46:51,Phishing,38713.63,Indore,898,Kolkata,0
CMP_104883,2023-02-03 06:51:02,Fake Loan App,191146.52,Hyderabad,314,Hyderabad,0
CMP_104884,2024-06-03 20:15:41,OTP Scam,23476.15,Pune,5,Pune,0
CMP_104885,2023-06-16 00:31:21,Phishing,55100.22,Indore,919,Indore,0
CMP_104886,2023-04-15 07:55:23,UPI Fraud,34234.93,Indore,70,Delhi,0
CMP_104887,2023-07-24 12:12:50,UPI Fraud,91373.21,Pune,91,Mumbai,1
CMP_104888,2024-08-09 09:48:24,UPI Fraud,76787.6,Indore,80,Kolkata,1
CMP_104889,2023-01-17 18:47:50,UPI Fraud,34482.78,Lucknow,78,Pune,0
CMP_104890,2023-11-21 23:20:16,Phishing,16059.52,Lucknow,592,Lucknow,0
CMP_104891,2024-10-30 10:04:05,OTP Scam,83547.12,Kolkata,115,Kolkata,1
CMP_104892,2024-12-15 00:11:40,UPI Fraud,97443.28,Bengaluru,69,Bengaluru,1
CMP_104893,2024-12-29 22:37:07,Fake Loan App,15947.35,Pune,990,Pune,0
CMP_104894,2024-11-07 15:45:46,Fake Loan App,459913.97,Pune,778,Pune,0
CMP_104895,2024-07-03 03:34:32,Credit Card Fraud,114901.48,Kolkata,989,Kolkata,0
CMP_104896,2024-01-17 02:56:26,UPI Fraud,32590.44,Kolkata,30,Kolkata,0
CMP_104897,2023-11-26 23:11:09,Phishing,14502.15,Delhi,1206,Jaipur,0
CMP_104898,2024-09-04 04:53:20,OTP Scam,27205.14,Pune,111,Chennai,0
CMP_104899,2024-08-25 11:20:38,Phishing,40762.87,Bengaluru,131,Bengaluru,0
CMP_104900,2023-06-11 18:19:59,Fake Loan App,342885.81,Chennai,1130,Indore,0
CMP_104901,2024-01-29 23:57:29,UPI Fraud,42918.25,Mumbai,75,Mumbai,0
CMP_104902,2024-05-21 08:17:19,OTP Scam,20850.44,Indore,70,Indore,0
CMP_104903,2023-07-01 02:48:18,OTP Scam,92322.52,Indore,65,Indore,1
CMP_104904,2023-03-15 22:38:02,Online Shopping Scam,65900.26,Pune,85,Delhi,1
CMP_104905,2023-09-29 04:01:08,Fake Loan App,265902.76,Chennai,441,Chennai,0
CMP_104906,2023-11-04 02:50:25,Phishing,55746.66,Hyderabad,401,Lucknow,0
CMP_104907,2024-12-18 00:55:01,OTP Scam,53418.81,Pune,116,Kolkata,1
CMP_104908,2023-01-28 01:39:17,Fake Loan App,84915.53,Lucknow,789,Lucknow,0
CMP_104909,2023-04-15 02:04:06,Fake Loan App,123752.95,Lucknow,100,Lucknow,1
CMP_104910,2024-06-19 12:35:50,OTP Scam,29180.88,Pune,95,Pune,0
CMP_104911,2024-03-14 02:23:03,UPI Fraud,75041.33,Delhi,104,Mumbai,1
CMP_104912,2023-02-28 05:45:00,OTP Scam,31429.9,Jaipur,83,Jaipur,0
